year,species,population,source
1997,Cattle,24789875,census
1997,Pigs,1935287,census
1997,Sheep,1044445,census
1997,Goats,515348,census
1997,Rabbits,298407,census
1997,Guinea Pigs,922908,census
1997,Horses,2890844,census
1997,Mules,487194,census
1997,Asses,266814,census
1997,Chickens,33553506,census
1997,Duckes,910928,census
2006,Cattle,104651000,census
2006,Sheep,131340000,census
2006,Goats,147636000,census
2006,Pigs,418504000,census
2006,Poultry,4834011000,census
