year,species,population,source
2003,Cattle,0,census
2003,Goats,0,census
2013,Cattle,12831303,census
2013,Sheep,3837262,census
2013,Goats,13671635,census
2013,Pigs,6281926,census
2013,Horses,174206,census
2013,Chickens,1498123000,census
2013,Ducks,28327000,census
2013,Turkeys,52000,census
2013,Geese,434000,census
2013,Pigeons,1067000,census
2013,Rabbits,671218,census
