year,species,population,source
2001,Cattle,187382000,census
2001,Buffaloes,96616000,census
2001,Mithuns (Bovine),281000,census
2001,Sheep,61789000,census
2001,Goats,120097000,census
2001,Pigs,14142000,census
2001,Camels,635000,census
2001,Horses,788000,census
2001,Mules,311000,census
2001,Asses,665000,census
2001,Poultry,440696000,census
2010,Cows,201633900,census
2010,Buffaloes,96725900,census
